51	429890	76923	1892	168761	3652	0	0	0
52	430101	76762	1826	168663	3707	0	0	0
53	444341	81900	2038	169378	3762	0	0	0
54	444054	88117	2234	168455	3800	0	0	0
55	443452	92062	2298	169345	3773	0	0	0
56	444221	91065	2304	164036	3586	0	0	0
57	442932	88250	2084	167551	3821	0	0	0
58	442235	87139	2140	170117	3817	0	0	0
59	444164	87649	2124	171276	3822	0	0	0
60	442836	88520	2229	170012	3762	0	0	0
61	443821	89079	2219	169719	3819	0	0	0
62	443570	86060	2216	172239	3834	0	0	0
63	442319	86717	2197	170090	3846	0	0	0
64	443554	83319	2055	171326	3845	0	0	0
65	443643	82230	2060	172371	3912	0	0	0
66	441789	81062	2098	173958	3859	0	0	0
67	444202	87944	2215	163888	3700	0	0	0
68	443035	80681	2023	174234	3881	0	0	0
69	443624	80478	1952	174965	3926	0	0	0
70	442915	81432	2068	173551	3926	0	0	0
71	443572	89138	2301	163846	3727	0	0	0
72	443254	83238	1976	168275	3740	0	0	0
73	444170	73217	1868	112405	2607	0	0	0
74	442926	135297	3431	76469	1669	0	0	0
75	443372	102049	2767	93681	2044	0	0	0
76	444742	102098	2828	101137	2185	0	0	0
77	443364	92503	2546	109420	2339	0	0	0
78	443967	86214	2264	117782	2652	0	0	0
79	442513	91840	2486	110565	2295	0	0	0
80	444477	107003	2742	92869	2007	0	0	0
81	443359	106544	2728	92874	2047	0	0	0
82	443146	107496	2800	92142	2005	0	0	0
83	442840	106321	2805	93340	1987	0	0	0
84	443451	110132	2871	90646	1983	0	0	0
85	443501	112398	2896	87699	1880	0	0	0
86	443320	109859	2910	89600	2007	0	0	0
87	443083	109369	2837	90288	2020	0	0	0
88	443003	106918	2871	92293	1970	0	0	0
89	443131	104923	2785	92542	2057	0	0	0
90	441921	108278	2773	95554	2167	0	0	0
91	442187	106774	2799	93955	2097	0	0	0
92	442489	102848	2885	92761	1998	0	0	0
93	442853	102235	2567	115690	2450	0	0	0
94	441752	128633	3230	103759	2337	0	0	0
95	441917	92202	2256	153932	3551	0	0	0
96	442884	82053	2059	173461	3733	0	0	0
97	442739	82691	2034	173631	3802	0	0	0
98	442438	85022	2199	170615	3925	0	0	0
99	442521	81466	2034	174656	3875	0	0	0
100	443517	88303	2268	165488	3744	0	0	0
101	443692	80296	1917	175659	4008	0	0	0
102	443571	77005	1952	178271	4003	0	0	0
103	443289	79851	1975	175299	3911	0	0	0
104	441937	76817	1959	177718	3899	0	0	0
105	442208	78729	1943	176708	3930	0	0	0
106	443151	77000	1907	176715	4009	0	0	0
107	442631	75840	1875	175767	3796	0	0	0
108	442454	78937	2017	172281	3954	0	0	0
109	445079	79009	1964	174228	3886	0	0	0
110	443362	75156	1867	174508	3922	0	0	0
111	442590	74987	1827	173899	3891	0	0	0
112	443732	75399	1818	99262	2165	0	0	0
113	442686	65488	1582	210162	4501	0	0	0
114	442623	61572	1693	107601	2273	0	0	0
115	441418	99502	2642	105164	2229	0	0	0
116	443295	102765	2855	104645	2274	0	0	0
117	442798	109825	2896	99365	2175	0	0	0
118	442845	104844	2872	101278	2249	0	0	0
119	443330	105353	2777	105650	2271	0	0	0
120	442303	108122	2797	100667	2205	0	0	0
121	441998	103155	2751	108116	2333	0	0	0
122	443826	104982	2835	107894	2314	0	0	0
123	441560	102375	2683	109896	2337	0	0	0
124	441620	99545	2589	112562	2442	0	0	0
125	441311	102859	2657	108717	2252	0	0	0
126	441777	105383	2856	103658	2287	0	0	0
127	442304	104918	2745	105185	2296	0	0	0
128	442252	111556	2968	97400	2103	0	0	0
129	441854	111924	2986	96833	2188	0	0	0
130	442592	112293	3082	97308	2124	0	0	0
131	442297	112038	2969	96672	2128	0	0	0
132	442289	109044	2836	92535	1950	0	0	0
133	442703	64658	1668	149980	3292	0	0	0
134	442001	61147	1590	189948	4200	0	0	0
135	443148	65076	1613	193967	4219	0	0	0
136	441114	64087	1619	199284	4399	0	0	0
137	442373	61022	1498	199087	4382	0	0	0
138	442574	68612	1722	192030	4134	0	0	0
139	443164	68808	1711	191221	4143	0	0	0
140	443138	67659	1691	193977	4421	0	0	0
141	441808	61366	1488	200515	4362	0	0	0
142	441931	59835	1507	200023	4482	0	0	0
143	442698	57281	1396	203367	4575	0	0	0
144	443147	59090	1485	202755	4533	0	0	0
145	442233	60013	1406	200642	4447	0	0	0
146	443058	59363	1529	202016	4531	0	0	0
147	441414	58856	1444	202657	4506	0	0	0
148	441095	57873	1464	202303	4558	0	0	0
149	441442	57183	1443	205148	4631	0	0	0
150	442235	55613	1447	205284	4448	0	0	0
151	441894	55306	1384	205454	4604	0	0	0
152	442233	54598	1369	206067	4585	0	0	0
153	442614	58409	1448	199125	4403	0	0	0
154	442908	77459	2030	101278	2230	0	0	0
155	442468	138016	3584	69115	1477	0	0	0
156	443145	123276	3292	67266	1404	0	0	0
157	442315	123200	3261	76237	1555	0	0	0
158	441778	120852	3145	78579	1808	0	0	0
159	441708	120893	3211	77471	1674	0	0	0
160	441931	120211	3147	79918	1752	0	0	0
161	442140	118586	3098	77999	1597	0	0	0
162	442843	120146	3144	77608	1693	0	0	0
163	441574	121173	3257	75341	1615	0	0	0
164	441184	122908	3293	76224	1662	0	0	0
165	442230	120225	3253	75168	1617	0	0	0
166	442773	122506	3203	75653	1586	0	0	0
167	441298	122962	3221	80822	1753	0	0	0
168	441954	121976	3114	80115	1770	0	0	0
169	441952	124109	3236	79500	1691	0	0	0
170	442604	121600	3213	81179	1806	0	0	0
171	441090	119866	3237	79634	1775	0	0	0
